# z_left p([z_left, z_right])
0.000000000000000000e+00	0.000000000000000000e+00
1.568627543747425079e-02	0.000000000000000000e+00
3.137255087494850159e-02	0.000000000000000000e+00
4.705882817506790161e-02	0.000000000000000000e+00
6.274510174989700317e-02	0.000000000000000000e+00
7.843137532472610474e-02	0.000000000000000000e+00
9.411765635013580322e-02	0.000000000000000000e+00
1.098039299249649048e-01	0.000000000000000000e+00
1.254902034997940063e-01	0.000000000000000000e+00
1.411764770746231079e-01	0.000000000000000000e+00
1.568627506494522095e-01	0.000000000000000000e+00
1.725490242242813110e-01	0.000000000000000000e+00
1.882353127002716064e-01	0.000000000000000000e+00
2.039215862751007080e-01	0.000000000000000000e+00
2.196078598499298096e-01	0.000000000000000000e+00
2.352941334247589111e-01	0.000000000000000000e+00
2.509804069995880127e-01	0.000000000000000000e+00
2.666666805744171143e-01	0.000000000000000000e+00
2.823529541492462158e-01	0.000000000000000000e+00
2.980392277240753174e-01	0.000000000000000000e+00
3.137255012989044189e-01	0.000000000000000000e+00
3.294117748737335205e-01	0.000000000000000000e+00
3.450980484485626221e-01	0.000000000000000000e+00
3.607843220233917236e-01	0.000000000000000000e+00
3.764706254005432129e-01	0.000000000000000000e+00
3.921568989753723145e-01	0.000000000000000000e+00
4.078431725502014160e-01	0.000000000000000000e+00
4.235294461250305176e-01	0.000000000000000000e+00
4.392157196998596191e-01	0.000000000000000000e+00
4.549019932746887207e-01	0.000000000000000000e+00
4.705882668495178223e-01	0.000000000000000000e+00
4.862745404243469238e-01	0.000000000000000000e+00
5.019608139991760254e-01	0.000000000000000000e+00
5.176470875740051270e-01	0.000000000000000000e+00
5.333333611488342285e-01	0.000000000000000000e+00
5.490196347236633301e-01	0.000000000000000000e+00
5.647059082984924316e-01	0.000000000000000000e+00
5.803921818733215332e-01	0.000000000000000000e+00
5.960784554481506348e-01	6.074001248634885997e-07
6.117647290229797363e-01	1.814418055801070295e-06
6.274510025978088379e-01	1.203416104544885457e-06
6.431372761726379395e-01	1.375730516883777454e-05
6.588235497474670410e-01	3.921382085536606610e-05
6.745098233222961426e-01	1.132333927671425045e-04
6.901960968971252441e-01	3.071257378906011581e-04
7.058823704719543457e-01	7.898400072008371353e-04
7.215686440467834473e-01	1.899929135106503963e-03
7.372549176216125488e-01	4.301040433347225189e-03
7.529412508010864258e-01	9.193077683448791504e-03
7.686275243759155273e-01	1.860450021922588348e-02
7.843137979507446289e-01	3.574676811695098877e-02
8.000000715255737305e-01	6.539209932088851929e-02
8.156863451004028320e-01	1.141600161790847778e-01
8.313726186752319336e-01	1.906691491603851318e-01
8.470588922500610352e-01	3.053638935089111328e-01
8.627451658248901367e-01	4.700012207031250000e-01
8.784314393997192383e-01	6.967206001281738281e-01
8.941177129745483398e-01	9.967711567878723145e-01
9.098039865493774414e-01	1.379051208496093750e+00
9.254902601242065430e-01	1.848651289939880371e+00
9.411765336990356445e-01	2.405679702758789062e+00
9.568628072738647461e-01	3.044550895690917969e+00
9.725490808486938477e-01	3.753925085067749023e+00
9.882353544235229492e-01	4.517295360565185547e+00
1.003921627998352051e+00	5.314197063446044922e+00
1.019607901573181152e+00	6.121837615966796875e+00
1.035294175148010254e+00	6.916894435882568359e+00
1.050980448722839355e+00	7.677318096160888672e+00
1.066666722297668457e+00	8.383825302124023438e+00
1.082352995872497559e+00	9.020994186401367188e+00
1.098039269447326660e+00	9.577902793884277344e+00
1.113725543022155762e+00	1.004820537567138672e+01
1.129411816596984863e+00	1.042990875244140625e+01
1.145098090171813965e+00	1.072471046447753906e+01
1.160784363746643066e+00	1.093722534179687500e+01
1.176470637321472168e+00	1.107405376434326172e+01
1.192156910896301270e+00	1.114294052124023438e+01
1.207843184471130371e+00	1.115194034576416016e+01
1.223529458045959473e+00	1.110877323150634766e+01
1.239215731620788574e+00	1.102032470703125000e+01
1.254902005195617676e+00	1.089229202270507812e+01
1.270588278770446777e+00	1.072902488708496094e+01
1.286274552345275879e+00	1.053348064422607422e+01
1.301960825920104980e+00	1.030737400054931641e+01
1.317647099494934082e+00	1.005140781402587891e+01
1.333333373069763184e+00	9.765546798706054688e+00
1.349019646644592285e+00	9.449426651000976562e+00
1.364705920219421387e+00	9.102745056152343750e+00
1.380392193794250488e+00	8.725598335266113281e+00
1.396078467369079590e+00	8.318843841552734375e+00
