# z_left p([z_left, z_right])
0.000000000000000000e+00	0.000000000000000000e+00
1.568627543747425079e-02	0.000000000000000000e+00
3.137255087494850159e-02	0.000000000000000000e+00
4.705882817506790161e-02	0.000000000000000000e+00
6.274510174989700317e-02	0.000000000000000000e+00
7.843137532472610474e-02	0.000000000000000000e+00
9.411765635013580322e-02	0.000000000000000000e+00
1.098039299249649048e-01	0.000000000000000000e+00
1.254902034997940063e-01	0.000000000000000000e+00
1.411764770746231079e-01	0.000000000000000000e+00
1.568627506494522095e-01	0.000000000000000000e+00
1.725490242242813110e-01	0.000000000000000000e+00
1.882353127002716064e-01	0.000000000000000000e+00
2.039215862751007080e-01	0.000000000000000000e+00
2.196078598499298096e-01	0.000000000000000000e+00
2.352941334247589111e-01	0.000000000000000000e+00
2.509804069995880127e-01	0.000000000000000000e+00
2.666666805744171143e-01	0.000000000000000000e+00
2.823529541492462158e-01	0.000000000000000000e+00
2.980392277240753174e-01	0.000000000000000000e+00
3.137255012989044189e-01	0.000000000000000000e+00
3.294117748737335205e-01	0.000000000000000000e+00
3.450980484485626221e-01	1.632503540349716786e-06
3.607843220233917236e-01	5.563423428611713462e-07
3.764706254005432129e-01	3.970146735809976235e-06
3.921568989753723145e-01	2.133763337042182684e-05
4.078431725502014160e-01	7.838874444132670760e-05
4.235294461250305176e-01	2.658609300851821899e-04
4.392157196998596191e-01	8.326047682203352451e-04
4.549019932746887207e-01	2.387081971392035484e-03
4.705882668495178223e-01	6.275374908000230789e-03
4.862745404243469238e-01	1.522188633680343628e-02
5.019608139991760254e-01	3.424799442291259766e-02
5.176470875740051270e-01	7.179515063762664795e-02
5.333333611488342285e-01	1.408375799655914307e-01
5.490196347236633301e-01	2.595660686492919922e-01
5.647059082984924316e-01	4.512011408805847168e-01
5.803921818733215332e-01	7.424995899200439453e-01
5.960784554481506348e-01	1.160810708999633789e+00
6.117647290229797363e-01	1.729974150657653809e+00
6.274510025978088379e-01	2.465758323669433594e+00
6.431372761726379395e-01	3.371785402297973633e+00
6.588235497474670410e-01	4.437024593353271484e+00
6.745098233222961426e-01	5.635407924652099609e+00
6.901960968971252441e-01	6.927896976470947266e+00
7.058823704719543457e-01	8.266503334045410156e+00
7.215686440467834473e-01	9.599505424499511719e+00
7.372549176216125488e-01	1.087680530548095703e+01
7.529412508010864258e-01	1.205445957183837891e+01
7.686275243759155273e-01	1.309769153594970703e+01
7.843137979507446289e-01	1.398220634460449219e+01
8.000000715255737305e-01	1.469369983673095703e+01
8.156863451004028320e-01	1.522632789611816406e+01
8.313726186752319336e-01	1.558031845092773438e+01
8.470588922500610352e-01	1.575970363616943359e+01
8.627451658248901367e-01	1.577035713195800781e+01
8.784314393997192383e-01	1.561888885498046875e+01
8.941177129745483398e-01	1.531228351593017578e+01
9.098039865493774414e-01	1.485838127136230469e+01
9.254902601242065430e-01	1.426663875579833984e+01
9.411765336990356445e-01	1.354919147491455078e+01
9.568628072738647461e-01	1.272153186798095703e+01
9.725490808486938477e-01	1.180286312103271484e+01
9.882353544235229492e-01	1.081572818756103516e+01
1.003921627998352051e+00	9.785181045532226562e+00
1.019607901573181152e+00	8.737455368041992188e+00
1.035294175148010254e+00	7.698375225067138672e+00
1.050980448722839355e+00	6.691851615905761719e+00
1.066666722297668457e+00	5.738502502441406250e+00
1.082352995872497559e+00	4.854701995849609375e+00
1.098039269447326660e+00	4.052068710327148438e+00
1.113725543022155762e+00	3.337382316589355469e+00
1.129411816596984863e+00	2.712929487228393555e+00
1.145098090171813965e+00	2.177119255065917969e+00
1.160784363746643066e+00	1.725283622741699219e+00
1.176470637321472168e+00	1.350542545318603516e+00
1.192156910896301270e+00	1.044651269912719727e+00
1.207843184471130371e+00	7.987346053123474121e-01
1.223529458045959473e+00	6.038904190063476562e-01
1.239215731620788574e+00	4.516497254371643066e-01
1.254902005195617676e+00	3.342690765857696533e-01
1.270588278770446777e+00	2.449079751968383789e-01
1.286274552345275879e+00	1.777001172304153442e-01
1.301960825920104980e+00	1.277347654104232788e-01
1.317647099494934082e+00	9.099727123975753784e-02
1.333333373069763184e+00	6.426981091499328613e-02
1.349019646644592285e+00	4.501820728182792664e-02
1.364705920219421387e+00	3.128565102815628052e-02
1.380392193794250488e+00	2.157644368708133698e-02
1.396078467369079590e+00	1.477408874779939651e-02
